spotify_id,song_name,artist_name,lyrics,extraction_status,genius_id,genius_title,genius_artist,genius_url
59f93gbug263felsAftCUc,Tavalode Yek Seda,Kourosh Yaghmaei,"اگه یه نامه باشم
پر از پیام‌های خوب، کاشکی
جوابم تو باشی
اگه یه عابر باشم
اسیر طوفان شن، کاشکی
سرابم تو باشی
پر از گناهم اگر
رها شده بی‌خبر، کاشکی
گناهم تو باشی
اگه تمام تنم
با چشم خسته باشه، کاشکی
نگاهم تو باشی

تو در من تب خوندنی
تب تند فریاد
تو اصلاً تمام منی
یه سایه، یه همسفر، یه همزاد
تولد یک صدا، یه فریاد
تولد یک صدا، یه فریاد

سکوت من شیشه‌ای
صدای تو موندنی، در من
طلوع صدایی
تو مثل گل ساده‌ای
نجیب و آزاده‌ای، مثل
صدای رهایی
صدای من رفتنی
صدای ما موندنی، مثل
صدای همیشه
تو مثل گل ساده‌ای
نجیب و آزاده‌ای، حرفی
برای همیشه

تو در من تب خوندنی
تب تند فریاد
تو اصلاً تمام منی
یه سایه، یه همسفر، یه همزاد
تولد یک صدا، یه فریاد
تولد یک صدا، یه فریاد",success,8293673.0,Tavalode Yek Seda,Kourosh Yaghmaei - کورش یغمایی,https://genius.com/Kourosh-yaghmaei-tavalode-yek-seda-lyrics
6IgE3TOIDEJ7ewkcwKISle,Trust in Your Love,Nick Michigan,,not_found,,,,
4ua0EWQSyhpga4jGMQbZJR,Waitin' For The Light,Popa Chubby,,not_found,,,,
4OTSLvEsK90witdM2keobf,Better at Being Young,Meg & Dia,"Close my eyes for a minute
Woke  up, summer was finished
How’s  it gone in an instant?
Twisted, distant
I remember those cold hands
And  he tasted like stale grass
Lasted  long as a quick drag
Oh, man, God damn

Red  eyes, teeth marks, hushed tones fill up my lungs
Motels, gold stars, dead phones, where can I run?

'Cause I was better at being young
Better, better
Better  at being young
Better, better

When I first saw the skyline
City lit by the traffic
Made the weekend a classic
Manic, addict

Red eyes, teeth marks, hushed tones fill up my lungs
Motels, gold stars, dead phones, where can I run?

'Cause I was better at being young
Better, better
Better at being young
Better, better

Gonna lay down my body cold
Maybe be someone else
Remember what I wanted
When it was still okay to want it
Red eyes, crushed bones, mouth guards
Bad dreams, sweethearts, twin beds

Red eyes, teeth marks, hushed tones fill up my lungs ('Cause I was better at being young)
Motels, gold stars, dead phones, where can I run?
'Cause I was better at being young
Better, better
Better at being young
Better, better",success,4728652.0,Better At Being Young,Meg & Dia,https://genius.com/Meg-and-dia-better-at-being-young-lyrics
3IHxGX6amuZoAeYSFJL9No,I Just Wanna Be With You,*NSYNC,"Na na na na na
Na na na na na na
(We'll be together, say)
Na na na na na
Na na na na

I just wanna be with you
Girl, that's all I want to do
I just wanna be, be with you
Girl, that's all I want to do
[Verse 1: JC with
 All]
Girl, you're turning me on
You're such a fine lady, oh
And sugar, more and more
You're driving me crazy (crazy)
'Cause you're just what I want
And I'm just what you need
Oh, it's on (oh, it's on)
I'm gonna make you my baby (make you my baby)
Sweet darlin', all I can see
Is you and me

'Cause I just wanna be with you
Girl, that's all I want to do (I wanna do)
I just wanna be, be with you
Girl, that's all I want to do (I wanna do)

I wanna drown in your love
Lead me to your water
Let it flow (let it flow)
Just let it flow, baby (let it flow, baby)
My love is insane ('sane)
Pleasure and pain (pain)
It's part of life
So live it up, baby (live it up, baby)
Now if you're scared of love
Don't, don't be afraid
'Cause girl, I'm scared too (too, too)
But I gotta have you (you, you)
Gonna love you day and night
Yes, I'll treat you right...

I just wanna be with you (yeah, yeah)
Girl, that's all I want to do
I just wanna be, be with you
Girl, that's all I want to do (yeah, hey)
I just wanna be (I just wanna be)
With you (be with you)
Girl, that's all I want (girl, that's all I want)
To do (all I wanna do)
I just wanna be (I just wanna be with you)
Be with you
Girl, that's all I want to do (that's all I wanna do...)

Chris: You and me...
Justin & Lance: Let's stay together
(Joey: We'll be together, say)
All: Na na na na na
Na na na na... (JC: Na na na na)
Chris: You and me...
Justin & Lance: Let's stay together
(Joey: We'll be together, say)
All: Na na na na na
Na na na na...

*NSYNC
That's right

(Yeah, hey, hey, hey)
I just wanna be with you (I just wanna be... yeah, yeah)
(Wanna be with you)
Girl, that's all I want to do (girl, that's all I want)
(Girl, that's all I want, oh oh)
I just wanna be, be with you (wanna be with you)
Girl, that's all I want to do (to do, yeah)
I just wanna be (do you wanna be with me?)
With you ('cause I wanna be with you)
Girl, that's all I want (sugar, come and be with me)
To do (come and be with me, my baby)
I just wanna be (Do you wanna be with me?)
Be with you ('cause I wanna be with you)
Girl, that's all I want (sugar, come and be with me)
To do (come and be with me, my baby)",success,1787799.0,I Just Wanna Be With You,*NSYNC,https://genius.com/Nsync-i-just-wanna-be-with-you-lyrics
49NhSc089QSiA7eW8hvnCD,Reunion Of Two Hearts,Gloria Gaynor,,not_found,,,,
02sLpAg4koXvUJajSdDcHH,When Will This Be Over,Alex Tyler,,not_found,,,,
2o3WZsJSgzIUsDF270q3CY,Forget,B! Machine,"Forget that I love you
Forget what I know
Although you're but a telephone call from my side tonight
You will not be told
That once I dreamt of you
And dream of you still
Although you're but a heartbeat
Far from my mind tonight I will
Forget that I love you
I'm tired of false the truth
Of fate of all we're born to
Give me your will
Give me your hand
Give me your everything
Sometimes I think of you
And if you think of me
Sometimes I dream of us too
And if you dream of me
How can I
Forget that I love you
Forget what I know
Although you're but a telephone call from my side tonight
You will not be told
That once I dreamt of you
And dream of you still
Although you're but a heartbeat
Far from my mind tonight I will
Forget that I love you
Forget that I love you
Forget what I know
Although you're but a telephone call from my side tonight
You will not be told
That once I dreamt of you
And dream of you still
Although you're but a heartbeat
Far from my mind tonight I will
Forget that I love you",success,5600164.0,Forget,B! Machine,https://genius.com/B-machine-forget-lyrics
1iebvc2gYV8wni1jana3Uk,(Oh No) What You Got,Justin Timberlake,"Mr. JT, now what you got for me?
Mr. JT, now what you got for me?
Mr. JT, now what you got for me?
Mr. JT, now what you got, what you got?
Mr. JT, now what you got for me?
Mr. JT, now what you got for me?
Mr. JT, now what you got for me?
Mr. JT, now what you got?

You're sneaky
From the corner of my eye, I saw you eyeing me
I know that you're watchin'
Tell me
What would you do if I encouraged you to get next to me
When nobody's watchin'?

The way your body keeps movin'
Is somethin' that makes me weak
Let's start our own little secrets
For just you and me to keep
Too late to come off shy now
You've already gone this far
So baby, make your move, take charge
Show me what you got for me

Oh, no (Girl)
Is that your hands (Your hands) rubbin' on me?
Oh, no (Girl)
Is that your hands (Your hands) feelin' on me?
Oh, no (Girl)
Is that your hands (Your hands) rubbin' on me?
If so (Girl)
If that's your hands (Your hands), then tell me what you got for me

Baby, I can tell that you want to do more
Than just dance with me
And I don't mind you flirtin'
But honestly
Do you really wanna spend the whole night passin' looks at me?
(Looks at me)
Come over here and get to workin'

The way your body keeps movin'
Is somethin' that makes me weak (Makes me weak)
Let's start our own little secrets (Yeah)
For just you and me to keep (Us to keep)
Too late to come off shy now
You've already gone this far
So baby, make your move, take charge (Oooh)
Show me what you got for me

Oh, no (Girl)
Is that your hands (Your hands) rubbin' on me?
Oh, no (Girl)
Is that your hands (Your hands) feelin' on me?
Oh, no (Girl)
Is that your hands (Your hands) rubbin' on me?
If so (Girl)
If that's your hands (Your hands), then tell me what you got for me

Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got?)
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got?)
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got?)
Oh, oh, oh, oh
Oh, oh, oh, oh

Oh, no (Girl)
Is that your hands (Your hands) rubbin' on me?
Oh, no (Girl)
Is that your hands (Your hands) feelin' on me?
Oh, no (Girl)
Is that your hands (Your hands) rubbin' on me?
If so (Girl)
If that's your hands (Your hands), then tell me what you got for me
Oh, oh, oh, oh... (What you got?)
Oh, oh, oh, oh... (What you got?)
Oh, oh, oh, oh... (What you got?)
Oh, oh, oh, oh... (What you got?)

Oh, no...
Your hands
Feelin' on me
Oh, no...
Your hands
Rubbin' on me
Le, do, do, do, do...",success,125009.0,(Oh No) What You Got,Justin Timberlake,https://genius.com/Justin-timberlake-oh-no-what-you-got-lyrics
7qJ84ybdlN16VpHaMYdhsE,Anderson's Luck,Jackopierce,"It was Anderson's luck that found him outside the city
Eating bully-beef and drinking the weak coffee
And it was Anderson's luck that held him out for this long
From the city he smelled wood smoke and wondered how she did alone
At night she huddles tight around the wood stove
Listening to radio free, waiting for the distant low sounds
Of the big guns waking up for the evening
And it's just a nuisance, a shame that she's used to it

Winter's on now
He's been months down
To the fighting for the city
She plays a mean game of hide and seek through the back streets
She makes a careful way past frozen eyes under dirty sheets
She knows the moment when it comes, ain't nothing more than pure luck
A great blinding instant then you rise up above it all

Winter's on now
How much longer
Can she hold out in the city

People open wide your eyes to this day dawning
People open wide your arms to your brothers
People open wide your eyes to what's going on
And pray, yeah
It was Anderson's luck to be there when it happened
He was on a short leave, they drank weak coffee by the wood stove
As the low moan of cannon came calling from the mountains
Perhaps they heard the shot come knocking on their door

Winter's on now
There ain't no wood anyhow
They laid them under dirty sheets

The ten o'clock news is on
In the mouth of the mountains the city lies still under siege
My wife reads quiet at the firelight
I turn it off, step outside for wood from a fallen tree

Winter's on now
I got coffee on
My kids sleep safely in the city

Winter's on now
There ain't no wood anyhow
They laid them out under dirty sheets
 x2
And pray for the lucky ones
And pray for the lucky ones",success,903090.0,Anderson’s Luck,Jackopierce,https://genius.com/Jackopierce-andersons-luck-lyrics
5G8RfwEXEbroDr8UOv8OS8,Maybe The Next Time,Bananarama,"Next time, alright, right now
Maybe the next time
Next time
Love will be alright
Alright
Maybe the next time
Right now
I want you so
Your touch is so exciting
I feel the passion rising
Deep inside of me
I just can't seem to stop it
Anyway or how you want it
You got me
Whisper so softly
Now nothing can stop me
I'm falling
I'm under your spell
Maybe the next time
Next time
Love will be alright
Alright
Maybe the next time
Right now
I want you so
You're like a fantasy
Doing what you're doing to me
Just like my dreams
No one has ever moved me
Oh what you doing to me
It's so unreal
Whisper so softly
Now nothing can stop me
I'm falling
I'm under your spell
Maybe the next time
Next time
Love will be alright
Alright
Maybe the next time
Right now
I want you so
Maybe the next time
Next time
Love will be alright
Alright
Maybe the next time
Right now
I want you so
Whisper so softly
Now nothing can stop me
I'm falling
I'm under your spell
Maybe the next time
Your touch is so exciting
I feel the passion rising
Deep inside of me
I just can't seem to stop it
Anyway or how you want it
You got me
Whisper so softly
Now nothing can stop me
I'm falling
I'm under your spell",success,223544.0,Maybe the Next Time,Bananarama,https://genius.com/Bananarama-maybe-the-next-time-lyrics
2aEVplJdJRYK84P8vmYMdh,La Familia,Contagious,,not_found,,,,
6MT1fCRiP7gfcmJgxmmFU4,Me Muero,Sidestepper,,not_found,,,,
67mgZ52mqUvo8oRFcROtdb,Rehab,The Jolly Boys,"They tried to make me go to rehab but i said 'no, no, no'
Yes, I've been black but when i come back you'll know know know
I ain't got the time and if mummy thinks I'm fine
He's tried to make me go to rehab but i won't go go go
I'd rather stay at home with Ray
I ain't got seventeen days
'Cause there's nothing
There's nothing you can teach me
That i can't learn from Mr Hathaway
I don't get a lot in class
But i know it don't come in a shot glass
They tried to make me go to rehab but i said 'no, no, no'
Yes I've been black but when i come back you'll know know know
I ain't got the time and if mummy thinks I'm fine
He's tried to make me go to rehab but i won't go go go
The man said 'why do you think you're here'
I said 'I got no idea
I'm gonna, I'm gonna lose my baby
So I always keep a bottle near'
She said 'I just think your depressed
Kiss me baby, and go rest'
They tried to make me go to rehab but i said 'no, no, no'
Yes I've been black but when i come back you'll know know know
I ain't got the time and if mummy thinks I'm fine
He's tried to make me go to rehab but i won't go go go
I don't ever wanna drink again
I just ooh need a friend
I'm gonna spend ten weeks
Have everyone think I'm on the mend
It's not just my pride
It's just til these tears have dried
They tried to make me go to rehab but i said 'no, no, no'
Yes I've been black but when I come back you'll know know know
I ain't got the time and if my daddy thinks I'm fine
He's tried to make me go to rehab but i won't go go go",success,2089373.0,Rehab,The Jolly Boys,https://genius.com/The-jolly-boys-rehab-lyrics
2vf7U8YFTWerNgLSjUuWhU,Savin' All My Time,Nu Shooz,,not_found,,,,
0d7YLJBV131H2lue3mXUJp,Shadowdance (Awololo),Brian Jasper Hull,,not_found,,,,
6EeJM7plWdVUwP03XKwNFX,Bäba,Nullzweizwei,"Baby sei heut' Nacht mein Bäba, m' Bäba, m' Bäba (Uhhh)
Guck ich zahl' für den Schmuck, fick den Preis
Ja ich bleib' bei dir for ever, n' ever, n' ever (Uhhh)
Sie hat zu miesen Look, ich hab' die Nacht heut' nie verdient

Bin im  heute Nacht, findest mich an der Bar
Coca Cola, im Glas fehlt nur noch Havana
Dance wie MJ am Dancefloor auf 80iger
Mit 'ner Dame, wie damals die Van der Vaart (Sylvi)
Bin da für dich, versteh das
Die Nacht ist jung, da geht was
Aus dem Club in den Mercedes
Ich bin der Typ den du hörst in der Playlist
Deine Kurven sind gefährlich
Die Nummer Eins für mich, ehrlich
Und ich bleibe bis zum Ende da

Liebe ist vergänglich, ahnst du
Mein Kopf dreht mal wieder Looping
Große Augen, ja sie mag es, wenn ich sie nach dem Essen dann zum Pool bring'
Schatzi schalt mal deinen Geist aus
Hol' dir alles, was du sagst
Aber nur für einen Tag

Baby sei heut' Nacht mein Bäba, m' Bäba, m' Bäba (Uhhh)
Guck ich zahl' für den Schmuck, fick den Preis
Ja ich bleib' bei dir for ever, n' ever, n' ever (Uhhh)
Sie hat zu miesen Look, ich hab' die Nacht heut' nie verdient

Deine Mama weint, denn sie weiß ganz genau
Du gehst mit mir durch die Nacht
In deinen Augen seh' ich MasterKarten, reicht
Es dir wenn ich bezahl' oder willst du echt mein Herz (Uhhhhh)
Prada Kleider, weiße Nase, sie ist
Teufel für mich, weil die Vodi pur ist
Sie will tanzen, ich will einfach mhh, einfach mhh, ja einfach mhh
Sie will Benz, sie will ein Maserati
Wechsel Spur, wo bist du, fahr' nach Navi
Bleibe wach, sie braucht die Edelsteine
So wie sie gibt es nur wirklich eine

Liebe ist vergänglich, ahnst du
Mein Kopf dreht mal wieder Looping
Große Augen, ja sie mag es, wenn ich sie nach dem Essen dann zum Pool bring'
Schatzi schalt mal deinen Geist aus
Hol' dir alles, was du sagst
Aber nur für einen Tag

Baby sei heut' Nacht mein Bäba, m' Bäba, m' Bäba (Uhhh)
Guck ich zahl' für den Schmuck, fick den Preis
Ja ich bleib' bei dir for ever, n' ever, n' ever (Uhhh)
Sie hat zu miesen Look, ich hab' die Nacht heut' nie verdient
Und deine Kahi ist verliebt, ich bring' die Schlampe nach Paris (Ja)
Jaja, Jaja, Jaja, haha",success,5544863.0,Bäba,Nullzweizwei,https://genius.com/Nullzweizwei-baba-lyrics
20kAL8tWcg7RHtemfkeF8g,Misbehaving - The Misfit Version,Labrinth,"Ladies and gentle
Ladies and gentle
Ladies and gentle
Ladies and gentle
(Hey) Ladies and gentle (Hey)
(Hey) Ladies and gentle (Hey)
(Hey) Ladies and gentle (Hey)
(Hey) Ladies and
Fuck it

Hey, bring the drink, come bring the stone
Hey, bring the rock, come bring the roll
Forever young, let the good times roll
Forever young and it don't get old
Misbehaving, misbehaving
You got the skins, I'll bring the smoke
I'll bring the Jim, she could lose those clothes
Forgive my sins, I'm a saint, God knows
'Bout to throw some Hail Mary's on them sweet back doors
Misbehaving, misbehaving

Ladies and gentle
Ladies and gentle
Ladies and gentle
Ladies and

Don't tell me yes, don't tell me no
I had enough when I say so
They say there's chaos where there ain't control
But I like potassium with my H2O
Misbehaving, (misbehaving) yeah, oh no
I'm buzzing, I'm buzzing
Bartender, keep the tap runnin'
A&E and cardiacs, this is what we call misbehaving
Yeah, yeah, yeah
Sing that thing for me
Yeah

Yeah-ah
Whoa-oh-whoa
Misbehaving, misbehaving
Ladies and gentlemen, the moment you've all been waiting for

Hey now, I love it when it goes my way, my way
Hey now, I love it when it goes my way, my way
Hey now, I love it when it goes my way, my way
I love it when it goes my way, my way
Oh yeah
(I love it when it goes my way, my way)
But you don't do it if it ain't my way, yeah
(I love it when it goes my way, my way)
Ladies and gentlemen, I hope you've been entertained

Misbehaving, misbehaving",success,5048584.0,Misbehaving (The Misfit Version),Labrinth,https://genius.com/Labrinth-misbehaving-the-misfit-version-lyrics
3PlM3biKS6ZUIHojCJmElE,Something Sweet,Madison Beer,"See you looking at me
Feels like I'm in a dream
I don't wanna wake up
Think we were meant to be
My heart skipping a beat
To magic mystery
You know you're what I need

I know, I know
I got a feeling
I can't let go

Hey boy, tell me what you thinking
I can't wait until the weekend
I know, I know, you know
It's gonna be something sweet
Hey boy, tell me what you thinking
I can't wait until the weekend
I know, I know, you know
It's gonna be something sweet

Say yeah
I say yeah (Oh oh oh)
I know, I know, you know
It's gonna be something
Say yeah
I say yeah (Oh oh oh)
I know, I know, you know
It's gonna be something sweet

Heaven on earth with you
Take my breath away
No place I'd rather be
You're the only way
Got my heart on my sleeve
Come on take the lead
Show me the best things are free

I know, I know
I got a feeling
I can't let go

Hey boy, tell me what you thinking (What you thinking)
I can't wait until the weekend ('Til the weekend)
I know, I know, you know
It's gonna be something sweet
Hey boy, tell me what you thinking (What you thinking)
I can't wait until the weekend
I know, I know, you know (You know)
It's gonna be something sweet

Say yeah
I say yeah (Oh oh oh)
I know, I know, you know
It's gonna be something
Say yeah
I say yeah (Oh oh oh)
I know, I know, you know
It's gonna be something sweet

I wanna be right
Where you are because
I know we belong together
I wanna be right
Where you are because
I know we belong together

Hey boy, tell me what you thinking (What you thinking)
I can't wait until the weekend
I know, I know, you know
It's gonna be something sweet
Say yeah
I say yeah (Oh oh oh)
I know, I know, you know (I know you know)
It's gonna be something
Say yeah
I say yeah (Oh oh oh)
I know, I know, you know
It's gonna be something sweet (Something sweet)",success,2392633.0,Something Sweet,Madison Beer,https://genius.com/Madison-beer-something-sweet-lyrics
4zMNG9NVhSWMItUrPucbT1,Gone,Magnolia Mountain,,not_found,,,,
2X113PMe3dM1kOvdIWg0Uo,What Have I Done Wrong,John Mayall,"Oh baby, what have I done wrong
So tell me, what have I done wrong
You packed up for yourself
And you left your happy home
Oh baby, you know I feel so bad
Ah baby, yeah, I feel so bad
If you got somebody else
You know how to drive me mad
I cried, I cried that night in jail
Yeah, I cried, I cried that night in jail
And I haven't been myself
Ever since you ran away
Baby, try me
Won't you try me one more time
Won't you try me
Try me just one more time
Well, I swear I'll be the good guy
Or if I don't, I'm gonna lose my mind",success,4339855.0,What Have I Done Wrong?,John Mayall,https://genius.com/John-mayall-what-have-i-done-wrong-lyrics
1E7PzR3GYqSq4qsmnfKkk5,The Last Bandito,Tater Family Travelling Circus,,not_found,,,,
7N0IUD93FjiB8JTg9YQ74R,Eppy Moray,Tempest,,not_found,,,,
5u7ex5NmXt49AFRPWBJL7D,Belize,Work Drugs,,not_found,,,,
49KvAaZPdLg9fX2EQ0bw7x,Bye Bye By By Bye,Restless,,not_found,,,,
18MHx3XpPPPfkXNHJ0tK8l,Mermaid Legs,Versus,"An assassin in go-go boots, a bottle blonde not ashamed of her roots
She knows that you came here to find her
About as subtle as a mobile home, you should know when to leave her alone
She knows that you came here to find her
Been surprised by some twist of fate, she got fired and her period's late
And she hopes that you came here to find her
Used to be the queen of the deep
Now she's walking on ??
She hopes that you came here to find her
Give it up for some other guy. you can't even look into his eyes x 2
Give it up for some other guy x 3 Can't even look into his eyes
And what did you do? You're landlocked through and through
On your mermaid legs, you'll never go home again
Give it up for some other guy, you can't even look into his eyes x 2
Mermaid legs coming round the bend
Mermaid legs going off the deep end
Mermaid legs swimming with the tide
Mermaid legs and her long goodbye
Mermaid legs coming round the bend
Mermaid legs going off the deep end
Mermaid legs swimming with the tide
Mermaid legs and her long goodbye
Mermaid legs coming round the bend
Mermaid legs going off the deep end
Mermaid legs swimming with the tide
Mermaid legs and her long goodbye
Mermaid legs coming round the bend
Mermaid legs going off the deep end
Mermaid legs swimming with the tide
Mermaid legs and her long goodbye
Mermaid legs coming round the bend
Mermaid legs going off the deep end
Mermaid legs swimming with the tide
Mermaid legs and a long goodbye",success,9615008.0,Mermaid Legs,Versus (NY),https://genius.com/Versus-ny-mermaid-legs-lyrics
15r3sGuFAYMKDiZ6hZC45X,Старинные часы,Alla Pugacheva,"Старинные часы ещё идут
Старинные часы, свидетели и судьи
Когда ты в дом входил
Они слагали гимн
Звоня тебе
Во все колокола
Когда ты не сумел меня понять
Я думала - замрут все звуки во Вселенной
Но шли мои часы
Торжественно, печально
Я слышала их
Поминальный звон
Жизнь невозможно повернуть назад
И время ни на миг не остановишь
Пусть неоглядна ночь
И одинок мой дом
Еще идут старинные часы
Когда ты уходил, такой чужой
Амуры на часах сломали лук и стрелы
Часы остановить
Тогда я не сумела
Как не смогла
Остановить тебя
Жизнь невозможно повернуть назад
И время ни на миг не остановишь
Пусть неоглядна ночь
И одинок мой дом
Еще идут старинные часы
Старинные часы ещё идут
Старинные часы, свидетели и судьи
Когда ты в дом входил
Они слагали гимн
Звоня тебе во все колокола
Старинные часы ещё идут
Старинные часы ещё идут
Ещё идут, ещё идут...",success,5039241.0,Старинные часы (Old Clock),Алла Пугачёва (Alla Pugacheva),https://genius.com/Alla-pugacheva-old-clock-lyrics
3A86IOq2L2OlORC5b0TRb4,Candy Floss,Naomi,"Shameless animal
Got just your name to call
Your game is infamous
And maybe, just maybe
Your pain is just shameless
Sure no, nothing's wrong
Oh no you don't belong
Those lashes, so precious
Maintain us, sustain us
Be shameless
And when you fall apart it's a work of art
It's a celebration of a broken heart
When you go to pieces it's so beautiful
Just like candy floss
Just like candy floss
Stainless animal
That picture on your wall
Is nameless and frameless
So you know when to go
You're blameless
Make me one again
I'm on the run again
It's painless, so aimless
You won't go 'til you don't know
What my name is, so shameless
And when you fall apart it's a work of art
It's a celebration of a broken heart
When you go to pieces it's so beautiful
Just like candy floss
Just like candy floss
Let me know what you will play now
'cause any day now
I'll find the words to say
You got to lay down
And when you fall apart it's a work of art
It's a celebration of a broken heart
When you go to pieces it's so beautiful
Just like candy floss
Just like candy floss",success,1525636.0,Candy Floss,Naomi,https://genius.com/Naomi-candy-floss-lyrics
4GWri67MZUuTSsqembgO60,Something In The Water,Jeff Jensen Band,,not_found,,,,
1tbTxem19U7G1uaKl3jrjC,Lub Dub (For Megan),Enjae,,not_found,,,,
682oUxtVEKCMtsQ5nISbNY,Ride,Groove Theory,"Can we go, can we go, can we go
Can we go, can we go, can we go

I've been here a long time
Seeing the same kind of things go on
Over and over
What I got on my mind
It won't really take too long
So tell me if you're open

For taking a ride for an hour or two
Make it fast or make it slow
Baby, that's all that I'm asking of you
Break my heart if you say no

I wonder, can we go for a ride
With you, baby?
I wanna ride with you, baby
Go for a ride with you
I wonder, can we go for a ride
With you, baby?
Go for a ride with you

Meet you in the morning
So we can make it last all day
Sunrise 'til sundown
You just say you're coming
I'll bring music for along the way
Cruising to the sweet sounds

Baby, if you don't feel like talking
Baby, that's all right
I'll just sit beside you
And watch the world go by

I wonder, can we go for a ride
With you, baby?
I wanna ride with you, baby
Go for a ride with you
I wonder, can we go for a ride
With you, baby?
Go for a ride with you

I need to go, I want to go
I need to go with you, baby
I need to go, I want to go
I need to go with you, baby
I need to go away
Far away, so far away

Seeing that I don't have it easy
I don't live no simple life
Telling you it's not hard to please me
You know how to make it right
And as crazy as it seems
Come on and help me change my mood
Baby, I know you got the means
So what do you got to lose?

I wonder, can we go for a ride
With you, baby?
I wanna ride with you, baby
Go for a ride with you (Yeah)
I wonder, can we go for a ride
With you, baby?
Go for a ride with you (Yeah)
I wonder, can we go for a ride
With you, baby? (Ride with you)
I wanna ride with you, baby
(I wanna take a ride with you, my baby)
Go for a ride with you
I wonder, can we go for a ride
With you, baby?
Go for a ride with you
(Only with you)
I wonder, can we go for a ride
With you, baby?
I wanna ride with you, baby
Go for a ride with you
I wonder, can we go for a ride
With you, baby?
Go for a ride with you
I wonder, can we go for a ride
With you, baby?
I wanna ride with you, baby (Ride)
Go for a ride with you (Yeah)
I wonder, can we go for a ride
With you, baby?
Go for a ride with you (Ooh)
I wonder, can we go for a ride
With you, baby? (Oh baby)
I wanna ride with you, baby
Go for a ride with you
I wonder, can we go for a ride
With you, baby?
Go for a ride with you",success,1559274.0,Ride,Groove Theory,https://genius.com/Groove-theory-ride-lyrics
1q02VwHhyaVk21Zi4y8d7l,Cruel Destino (Bachata Version),Randy Paris,,not_found,,,,
6umO9m9l5u1Yo8sJCzASGd,The Dust Bowl,Blue Moon Rising,,not_found,,,,
6iwU5TODvupnthmdLNTntV,Where You Been so Long,Frank Bey,,not_found,,,,
6InnSTnbVBPsD0JvUsFKtC,Interesting Times,Mika,,not_found,,,,
7c89X0yph9TUrQ0tggBwGe,Bluegrass Shuffle,Marty Stuart,,not_found,,,,
0tHONXuJPg8ENOAaeV8fOo,Boom Boom,Sandy,,not_found,,,,
3tuOMCLqR8IZlcScyHCydY,Alexandrie Alexandra,Various Artists,,not_found,,,,
5SKeEIbz9tJCnduS1TXf32,The Price You Pay,Molly Hatchet,"There's a small jail in Georgia you all know
Where the sun's so hot and the daylight don't show
Where the moccasin she rests on a soft bed of sand
You can hear the hound dog howling out the land
Chorus:
It ain't the way I wanted it
But Lord that's the price you pay
I said jailer bring me water for my throat is dry
Four walls, steel bars, I've been watching passersby
I've been sitting here so long I'm starting to cry
The hangman's coming, I'm surely going to die
Chorus:
It ain't the way I wanted it
But Lord that's the price you pay
Oh, honk on it, boy
A little jail cell blues here
LEAD BREAK
I shot a man in Macon over a poker game
I killed another in Atlanta just to build my fame
Well, now I hear the hammers they're pounding out my name
It ain't the way I wanted it
But that's the price you pay
It ain't the way I wanted it
But Lord that's the price you pay
Hey jailer, how about that water my throat's still dry
Four walls, steel bars, I've been watching passersby
I've been sitting here so damn long I'm starting to cry
The hangman's coming I'm surely going to die
It ain't the way I wanted it
But Lord that's the price you pay
(REPEAT)
It ain't the way I wanted it
But Lord that's the price you pay
Oh, you done out of rope son",success,1468699.0,The Price You Pay,Molly Hatchet,https://genius.com/Molly-hatchet-the-price-you-pay-lyrics
7hErr096RE4swod9mXJHdk,Obnoxiously Sexual,GusGus,"When you woke up, I guess you didn't know I would steal you from your girlfriend
But filter to the secret side, fill and raised by the forth sky
Lone as we fly, somewhere close, keep that in my mind

For the sake of simplicity lets keep this between you and me

Obnoxiously sexual, who do we think we are
Come and sit with the right outlet and don't get my left with my spirit distorted
Obnoxiously sexual, who do we think we are
Come and behold it's the fight with limits of consummates with my spirit distorted

Feeling me in the car, the pressure points of paramount importance
Going way too far, testing our limit, the endless minute
Delightfully sensual, shockingly despicably beautiful
I figure its clear by now, that love is a muscle of evil suggestion

And for the sake of simplicity lets keep this between you and me

Obnoxiously sexual, who do we think we are
Come and sit with the right outlet and don't get my left with my spirit distorted
Obnoxiously sexual, who do we think we are
Come and behold it's the fight with limits of consummates with my spirit distorted",success,1652921.0,Obnoxiously Sexual,GusGus,https://genius.com/Gusgus-obnoxiously-sexual-lyrics
